factor,ann_net_ret,net_sharpe,max_dd,hit_rate,avg_turnover
EP,0.3285006220769079,1.2494089096942342,-0.277040600778514,0.6666666666666666,0.5057471264367815
VALUE_COMP,0.3484735911479647,1.2419529048727376,-0.2944029618955035,0.6896551724137931,0.5057471264367817
OPER_MARGIN,0.29948887377401934,1.0917418646096997,-0.2699669145393341,0.5977011494252874,0.5057471264367817
